# BUSCO version is: 5.7.1 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2024-01-08, number of genomes: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
101at7088	Complete	SUPER_Z	3691404	3741109	+	2778.3	1655	https://v10-1.orthodb.org/?query=101at7088	PHR
103at7088	Complete	SUPER_21	894605	959396	+	4220.8	2145	https://v10-1.orthodb.org/?query=103at7088	Calcium-dependent secretion activator domain
105at7088	Complete	SUPER_77	3913983	3884211	-	5953.0	3942	https://v10-1.orthodb.org/?query=105at7088	EGF-like calcium-binding domain
106at7088	Complete	SUPER_22	1561800	1528516	-	4306.8	2377	https://v10-1.orthodb.org/?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	SUPER_51	3273382	3237051	-	3646.6	2006	https://v10-1.orthodb.org/?query=112at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	SUPER_Z	3369879	3128932	-	4566.1	2359	https://v10-1.orthodb.org/?query=113at7088	Dbl homology (DH) domain
116at7088	Complete	SUPER_6	5264974	5274283	+	3315.2	1711	https://v10-1.orthodb.org/?query=116at7088	FERM central domain
122at7088	Complete	SUPER_43	5105449	5047284	-	4018.8	1987	https://v10-1.orthodb.org/?query=122at7088	Tetratricopeptide repeat
123at7088	Complete	SUPER_57	3703039	3658874	-	3562.4	1812	https://v10-1.orthodb.org/?query=123at7088	DNA-directed DNA polymerase, family B, exonuclease domain
126at7088	Complete	SUPER_36	1440167	1477236	+	3628.1	1804	https://v10-1.orthodb.org/?query=126at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
127at7088	Complete	SUPER_28	26502	99107	+	4178.0	2395	https://v10-1.orthodb.org/?query=127at7088	Bromo adjacent homology (BAH) domain
128at7088	Complete	SUPER_33	2493918	2547985	+	5212.2	3277	https://v10-1.orthodb.org/?query=128at7088	Vacuolar protein sorting-associated protein 13, N-terminal domain
133at7088	Complete	SUPER_22	2485034	2434564	-	1565.4	1280	https://v10-1.orthodb.org/?query=133at7088	Glycoside hydrolase family 18, catalytic domain
136at7088	Complete	SUPER_10	715773	626514	-	3833.8	2072	https://v10-1.orthodb.org/?query=136at7088	Piezo domain
137at7088	Complete	SUPER_59	1277385	1347939	+	3254.7	1908	https://v10-1.orthodb.org/?query=137at7088	Protein kinase domain
138at7088	Complete	SUPER_18	6336437	6350752	+	2630.0	1868	https://v10-1.orthodb.org/?query=138at7088	Calponin homology domain
139at7088	Complete	SUPER_83	2585793	2527954	-	3900.1	2112	https://v10-1.orthodb.org/?query=139at7088	Pecanex, C-terminal
140at7088	Complete	SUPER_70	2759055	2625718	-	3390.8	2059	https://v10-1.orthodb.org/?query=140at7088	Gelsolin-like domain
145at7088	Complete	SUPER_21	230694	261095	+	3460.4	1656	https://v10-1.orthodb.org/?query=145at7088	Sodium channel protein
148at7088	Complete	SUPER_5	6429491	6479265	+	2851.4	1647	https://v10-1.orthodb.org/?query=148at7088	PDZ domain
155at7088	Complete	SUPER_34	876714	849492	-	3841.6	2190	https://v10-1.orthodb.org/?query=155at7088	Adenomatous polyposis coli protein repeat
158at7088	Complete	SUPER_38	330462	467857	+	2415.6	1149	https://v10-1.orthodb.org/?query=158at7088	Sodium channel protein
159at7088	Complete	SUPER_68	3432480	3460616	+	3437.9	1974	https://v10-1.orthodb.org/?query=159at7088	FYVE zinc finger
160at7088	Complete	SUPER_73	308692	486932	+	3257.8	1621	https://v10-1.orthodb.org/?query=160at7088	Pleckstrin homology domain
163at7088	Complete	SUPER_42	1841382	1826454	-	2157.8	1079	https://v10-1.orthodb.org/?query=163at7088	Low-density lipoprotein (LDL) receptor class A repeat
173at7088	Complete	SUPER_36	846382	895848	+	2592.3	1271	https://v10-1.orthodb.org/?query=173at7088	Clathrin, heavy chain, linker, core motif
177at7088	Complete	SUPER_22	654445	596926	-	3664.0	1810	https://v10-1.orthodb.org/?query=177at7088	Ion transport domain
179at7088	Complete	SUPER_17	126957	136259	+	2889.5	1348	https://v10-1.orthodb.org/?query=179at7088	Ankyrin repeat
183at7088	Complete	SUPER_17	4500662	4549836	+	3570.3	1887	https://v10-1.orthodb.org/?query=183at7088	Ankyrin repeat
184at7088	Complete	SUPER_3	8181210	8164495	-	3016.0	1690	https://v10-1.orthodb.org/?query=184at7088	Cadherin-like
186at7088	Complete	SUPER_32	1595956	1613586	+	3804.6	2037	https://v10-1.orthodb.org/?query=186at7088	Zinc finger, PHD-finger
190at7088	Complete	SUPER_1	8792004	8833088	+	2878.4	1369	https://v10-1.orthodb.org/?query=190at7088	WD40 repeat
193at7088	Complete	SUPER_4	1122325	1113811	-	3388.9	1527	https://v10-1.orthodb.org/?query=193at7088	Sec7, C-terminal
196at7088	Complete	SUPER_23	5368011	5408181	+	1833.3	1269	https://v10-1.orthodb.org/?query=196at7088	Cadherin-like
200at7088	Complete	SUPER_15	5793580	5730414	-	3235.5	1915	https://v10-1.orthodb.org/?query=200at7088	protein unc-79 homolog
201at7088	Complete	SUPER_16	659532	626593	-	3107.6	1503	https://v10-1.orthodb.org/?query=201at7088	Thioredoxin domain
204at7088	Complete	SUPER_76	1117966	1125013	+	2382.9	1378	https://v10-1.orthodb.org/?query=204at7088	Zinc finger C2H2-type
206at7088	Complete	SUPER_71	2718302	2907467	+	3589.5	1890	https://v10-1.orthodb.org/?query=206at7088	Calponin homology domain
207at7088	Complete	SUPER_18	4403851	4388981	-	2949.5	1698	https://v10-1.orthodb.org/?query=207at7088	WD40 repeat
208at7088	Complete	SUPER_76	3161264	3172473	+	2676.6	1413	https://v10-1.orthodb.org/?query=208at7088	Ras GTPase-activating domain
210at7088	Complete	SUPER_76	4111493	4104237	-	3261.7	1392	https://v10-1.orthodb.org/?query=210at7088	RNA polymerase Rpb1, domain 5
211at7088	Complete	SUPER_60	1593996	1555811	-	2872.4	1673	https://v10-1.orthodb.org/?query=211at7088	Spatacsin, C-terminal domain
212at7088	Complete	SUPER_Z	16362724	16394832	+	2825.7	1427	https://v10-1.orthodb.org/?query=212at7088	Laminin EGF domain
215at7088	Complete	SUPER_67	3004964	3035338	+	3362.7	1700	https://v10-1.orthodb.org/?query=215at7088	Sec7, C-terminal
220at7088	Complete	SUPER_48	4321731	4353814	+	2745.2	1279	https://v10-1.orthodb.org/?query=220at7088	Ferric reductase, NAD binding domain
231at7088	Complete	SUPER_15	1114344	1134249	+	3546.7	2294	https://v10-1.orthodb.org/?query=231at7088	Pleckstrin homology domain
232at7088	Complete	SUPER_32	1072687	1056502	-	3094.9	1528	https://v10-1.orthodb.org/?query=232at7088	Sister chromatid cohesion C-terminal domain
235at7088	Complete	SUPER_6	3290983	3298262	+	2968.6	1815	https://v10-1.orthodb.org/?query=235at7088	BP28, C-terminal domain
236at7088	Complete	SUPER_31	5298152	5315409	+	2377.6	1526	https://v10-1.orthodb.org/?query=236at7088	Nucleoporin Nup188
242at7088	Complete	SUPER_49	3538751	3488599	-	1740.9	1216	https://v10-1.orthodb.org/?query=242at7088	Proteasome component Ecm29
246at7088	Complete	SUPER_52	1588464	1518093	-	2029.3	981	https://v10-1.orthodb.org/?query=246at7088	TRPM, tetramerisation domain
248at7088	Complete	SUPER_28	6084534	6050248	-	3040.0	1513	https://v10-1.orthodb.org/?query=248at7088	Ras-associating (RA) domain
250at7088	Complete	SUPER_80	480942	553765	+	2520.7	1191	https://v10-1.orthodb.org/?query=250at7088	Cadherin, cytoplasmic domain
251at7088	Complete	SUPER_51	2953512	2935258	-	2840.6	1982	https://v10-1.orthodb.org/?query=251at7088	Ran binding domain
254at7088	Complete	SUPER_33	1523132	1548256	+	3472.5	1620	https://v10-1.orthodb.org/?query=254at7088	Helicase/UvrB, N-terminal
258at7088	Complete	SUPER_25	664062	725848	+	1569.8	1255	https://v10-1.orthodb.org/?query=258at7088	uncharacterized protein LOC106107457
259at7088	Complete	SUPER_75	2632675	2667053	+	2564.4	1340	https://v10-1.orthodb.org/?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	SUPER_2	1849729	1899071	+	2594.6	1418	https://v10-1.orthodb.org/?query=263at7088	High mobility group box domain
266at7088	Complete	SUPER_Z	17749404	17872703	+	2970.8	1359	https://v10-1.orthodb.org/?query=266at7088	AMP-dependent synthetase/ligase
270at7088	Complete	SUPER_Z	18477569	18463677	-	3470.2	2084	https://v10-1.orthodb.org/?query=270at7088	Zinc finger, PHD-finger
271at7088	Complete	SUPER_70	2313022	2283883	-	2727.3	1429	https://v10-1.orthodb.org/?query=271at7088	Protein FAM135
273at7088	Complete	SUPER_34	298735	324109	+	2026.4	1318	https://v10-1.orthodb.org/?query=273at7088	Cadherin-like
274at7088	Complete	SUPER_69	3151484	3156810	+	2654.6	1407	https://v10-1.orthodb.org/?query=274at7088	RNA polymerase Rpb1, domain 3
278at7088	Missing
281at7088	Complete	SUPER_33	4136979	4147421	+	2208.2	1240	https://v10-1.orthodb.org/?query=281at7088	Zinc finger C2H2-type
288at7088	Complete	SUPER_26	4973694	4856648	-	2907.2	1820	https://v10-1.orthodb.org/?query=288at7088	Dbl homology (DH) domain
296at7088	Complete	SUPER_Z	12033756	12043928	+	1213.0	1355	https://v10-1.orthodb.org/?query=296at7088	Sperm-associated antigen 17
302at7088	Complete	SUPER_75	4564261	4527469	-	2207.4	1106	https://v10-1.orthodb.org/?query=302at7088	Calcium-dependent secretion activator domain
303at7088	Complete	SUPER_19	2730810	2696270	-	2928.4	2325	https://v10-1.orthodb.org/?query=303at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
307at7088	Complete	SUPER_3	2921680	2945142	+	2558.3	1388	https://v10-1.orthodb.org/?query=307at7088	Cadherin-like
311at7088	Complete	SUPER_61	2966660	2950069	-	2195.6	1386	https://v10-1.orthodb.org/?query=311at7088	Gamma tubulin complex component, C-terminal
315at7088	Complete	SUPER_72	1913268	1897658	-	2597.5	1354	https://v10-1.orthodb.org/?query=315at7088	Leucine-rich repeat
316at7088	Complete	SUPER_42	2040159	2057316	+	2535.4	2081	https://v10-1.orthodb.org/?query=316at7088	protein lava lamp-like
318at7088	Complete	SUPER_23	4981414	4959950	-	2852.7	1483	https://v10-1.orthodb.org/?query=318at7088	Cadherin-like
321at7088	Complete	SUPER_Z	5214186	5204475	-	1898.6	1287	https://v10-1.orthodb.org/?query=321at7088	uncharacterized protein LOC101746166
322at7088	Complete	SUPER_34	460919	468495	+	1692.2	1098	https://v10-1.orthodb.org/?query=322at7088	Zinc finger C2H2-type
324at7088	Complete	SUPER_47	2920086	2903009	-	2409.3	1186	https://v10-1.orthodb.org/?query=324at7088	Protein kinase domain
325at7088	Complete	SUPER_70	4078873	4062136	-	2287.9	1398	https://v10-1.orthodb.org/?query=325at7088	Virilizer, N-terminal
326at7088	Complete	SUPER_6	2353331	2331197	-	2395.0	1372	https://v10-1.orthodb.org/?query=326at7088	HEAT repeat
327at7088	Complete	SUPER_18	3698057	3721252	+	2319.8	1680	https://v10-1.orthodb.org/?query=327at7088	Serine-threonine/tyrosine-protein kinase, catalytic domain
328at7088	Complete	SUPER_5	980582	986891	+	2476.3	1615	https://v10-1.orthodb.org/?query=328at7088	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
332at7088	Complete	SUPER_76	2724788	2709070	-	2755.2	1364	https://v10-1.orthodb.org/?query=332at7088	Helicase/UvrB, N-terminal
335at7088	Complete	SUPER_25	1408210	1404461	-	1384.4	800	https://v10-1.orthodb.org/?query=335at7088	PTP type protein phosphatase
338at7088	Complete	SUPER_9	2766951	2817894	+	2978.2	1496	https://v10-1.orthodb.org/?query=338at7088	Bromodomain
340at7088	Complete	SUPER_83	2386827	2402893	+	2171.6	1478	https://v10-1.orthodb.org/?query=340at7088	LOC101738347
342at7088	Complete	SUPER_49	1066972	1081057	+	2673.6	1657	https://v10-1.orthodb.org/?query=342at7088	Zinc finger, PHD-finger
345at7088	Complete	SUPER_29	1849137	1831667	-	2914.1	1655	https://v10-1.orthodb.org/?query=345at7088	Active zone protein ELKS
350at7088	Complete	SUPER_32	1005901	999681	-	2149.5	1111	https://v10-1.orthodb.org/?query=350at7088	Beta-propeller repeat TECPR
353at7088	Complete	SUPER_77	3655911	3712205	+	2520.0	1288	https://v10-1.orthodb.org/?query=353at7088	Rho GTPase-activating protein domain
354at7088	Complete	SUPER_55	2203478	2199734	-	2401.9	1101	https://v10-1.orthodb.org/?query=354at7088	Leucine-rich repeat
355at7088	Complete	SUPER_72	2726922	2704892	-	2245.8	1158	https://v10-1.orthodb.org/?query=355at7088	Ankyrin repeat
356at7088	Complete	SUPER_11	5264165	5284290	+	2132.8	1413	https://v10-1.orthodb.org/?query=356at7088	uncharacterized protein LOC111355965
357at7088	Complete	SUPER_2	909394	874247	-	2249.0	1253	https://v10-1.orthodb.org/?query=357at7088	Superoxide dismutase, copper/zinc binding domain
360at7088	Complete	SUPER_Z	20854851	20793733	-	2191.6	1058	https://v10-1.orthodb.org/?query=360at7088	Potassium channel domain
363at7088	Complete	SUPER_44	1397813	1403861	+	2540.3	1599	https://v10-1.orthodb.org/?query=363at7088	Tetratricopeptide repeat
366at7088	Complete	SUPER_35	5822012	5789064	-	3161.6	1777	https://v10-1.orthodb.org/?query=366at7088	Nucleoprotein TPR/MLP1
367at7088	Complete	SUPER_8	5344049	5243612	-	2798.0	1538	https://v10-1.orthodb.org/?query=367at7088	C2 domain
375at7088	Complete	SUPER_55	3426860	3489028	+	1653.4	1256	https://v10-1.orthodb.org/?query=375at7088	CARD domain
380at7088	Complete	SUPER_64	3350067	3323671	-	2152.7	1152	https://v10-1.orthodb.org/?query=380at7088	ATPase, dynein-related, AAA domain
382at7088	Complete	SUPER_5	1650344	1656350	+	1662.5	1126	https://v10-1.orthodb.org/?query=382at7088	Histone acetyltransferase domain, MYST-type
383at7088	Complete	SUPER_32	973850	992241	+	2748.2	1224	https://v10-1.orthodb.org/?query=383at7088	Splicing factor 3B subunit 1
384at7088	Complete	SUPER_47	4266761	4261183	-	2148.7	1464	https://v10-1.orthodb.org/?query=384at7088	RZZ complex, subunit KNTC1/ROD, C-terminal
385at7088	Complete	SUPER_68	2316584	2283944	-	2682.1	1670	https://v10-1.orthodb.org/?query=385at7088	Proteasome activator Blm10, mid region
386at7088	Complete	SUPER_4	4878353	4867880	-	2398.2	1107	https://v10-1.orthodb.org/?query=386at7088	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
389at7088	Complete	SUPER_Z	25054851	25033918	-	2159.1	1072	https://v10-1.orthodb.org/?query=389at7088	Mediator complex, subunit Med23
391at7088	Complete	SUPER_Z	3015234	2961961	-	2110.7	1109	https://v10-1.orthodb.org/?query=391at7088	Sterol-sensing domain
392at7088	Complete	SUPER_51	3095566	3034266	-	2246.5	1285	https://v10-1.orthodb.org/?query=392at7088	UDP-glucose:Glycoprotein Glucosyltransferase
393at7088	Complete	SUPER_28	4686981	4629098	-	2108.2	1046	https://v10-1.orthodb.org/?query=393at7088	dDENN domain
394at7088	Complete	SUPER_11	6347315	6324015	-	2787.6	1496	https://v10-1.orthodb.org/?query=394at7088	RUN domain
396at7088	Complete	SUPER_17	4363245	4370159	+	1836.2	1125	https://v10-1.orthodb.org/?query=396at7088	Rab3-GAP regulatory subunit, N-terminal
401at7088	Complete	SUPER_23	4830031	4800277	-	2254.3	1062	https://v10-1.orthodb.org/?query=401at7088	Protein kinase domain
408at7088	Complete	SUPER_6	4480698	4492300	+	2175.8	1327	https://v10-1.orthodb.org/?query=408at7088	Zinc finger C2H2-type
412at7088	Complete	SUPER_62	1974477	1924264	-	2387.0	1373	https://v10-1.orthodb.org/?query=412at7088	Pleckstrin homology domain
417at7088	Complete	SUPER_68	2333874	2319651	-	1878.8	1031	https://v10-1.orthodb.org/?query=417at7088	Helicase, C-terminal
420at7088	Complete	SUPER_80	3897040	3816100	-	2062.8	1187	https://v10-1.orthodb.org/?query=420at7088	Dbl homology (DH) domain
427at7088	Complete	SUPER_58	2333212	2420138	+	2577.3	1508	https://v10-1.orthodb.org/?query=427at7088	Ankyrin repeat
429at7088	Complete	SUPER_72	1393573	1380052	-	2382.1	1349	https://v10-1.orthodb.org/?query=429at7088	WW domain
430at7088	Complete	SUPER_11	2254024	2272852	+	2355.8	1202	https://v10-1.orthodb.org/?query=430at7088	Leucine-rich repeat
434at7088	Complete	SUPER_51	88246	81126	-	2357.0	1232	https://v10-1.orthodb.org/?query=434at7088	DNA-directed DNA polymerase, family B, exonuclease domain
437at7088	Complete	SUPER_63	2625536	2574732	-	1917.2	966	https://v10-1.orthodb.org/?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	SUPER_23	1959313	1964451	+	2270.1	1155	https://v10-1.orthodb.org/?query=443at7088	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead
445at7088	Complete	SUPER_8	3704962	3684925	-	1964.4	1206	https://v10-1.orthodb.org/?query=445at7088	Protein kinase domain
450at7088	Complete	SUPER_40	159567	168822	+	2099.9	1246	https://v10-1.orthodb.org/?query=450at7088	Zinc finger C2H2-type
455at7088	Complete	SUPER_10	621554	625085	+	2694.4	1119	https://v10-1.orthodb.org/?query=455at7088	RNA polymerase Rpb2, domain 2
456at7088	Complete	SUPER_55	2613757	2617780	+	2249.5	1184	https://v10-1.orthodb.org/?query=456at7088	Leucine-rich repeat
458at7088	Missing
461at7088	Complete	SUPER_62	4844349	4806295	-	2172.3	1081	https://v10-1.orthodb.org/?query=461at7088	Histidine phosphatase superfamily, clade-2
464at7088	Complete	SUPER_16	5972275	6046403	+	2065.9	1222	https://v10-1.orthodb.org/?query=464at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
467at7088	Complete	SUPER_69	1832696	1779815	-	2270.9	1194	https://v10-1.orthodb.org/?query=467at7088	PurM-like, C-terminal domain
468at7088	Complete	SUPER_4	6407969	6345128	-	2553.2	1388	https://v10-1.orthodb.org/?query=468at7088	Dbl homology (DH) domain
478at7088	Complete	SUPER_13	2492315	2446996	-	2277.0	1254	https://v10-1.orthodb.org/?query=478at7088	PDZ domain
479at7088	Complete	SUPER_44	4809259	4803610	-	1945.0	1305	https://v10-1.orthodb.org/?query=479at7088	Adenylyl cyclase class-3/4/guanylyl cyclase
481at7088	Complete	SUPER_73	947815	927682	-	2097.8	1086	https://v10-1.orthodb.org/?query=481at7088	PurM-like, C-terminal domain
486at7088	Complete	SUPER_70	580559	569169	-	1770.1	845	https://v10-1.orthodb.org/?query=486at7088	DNA topoisomerase, type IIA, subunit A/C-terminal
488at7088	Complete	SUPER_7	2569791	2540586	-	1668.2	1101	https://v10-1.orthodb.org/?query=488at7088	Ankyrin repeat
489at7088	Complete	SUPER_36	2719185	2748983	+	2584.1	2507	https://v10-1.orthodb.org/?query=489at7088	Zinc finger C2H2 superfamily
490at7088	Complete	SUPER_60	3745539	3832708	+	1570.0	1158	https://v10-1.orthodb.org/?query=490at7088	CLIP1, zinc knuckle
492at7088	Complete	SUPER_54	4458174	4465140	+	1706.3	924	https://v10-1.orthodb.org/?query=492at7088	Rho GTPase-activating protein domain
494at7088	Complete	SUPER_16	1866510	1913815	+	2363.1	1529	https://v10-1.orthodb.org/?query=494at7088	PWWP domain
495at7088	Complete	SUPER_6	5979777	5968960	-	2408.6	1287	https://v10-1.orthodb.org/?query=495at7088	Protein kinase domain
496at7088	Complete	SUPER_26	4036516	4194004	+	1912.8	1073	https://v10-1.orthodb.org/?query=496at7088	Immunoglobulin
498at7088	Complete	SUPER_39	2078234	2054567	-	1624.6	929	https://v10-1.orthodb.org/?query=498at7088	Aminoacyl-tRNA synthetase, class Ia
499at7088	Complete	SUPER_32	52105	90939	+	1998.4	956	https://v10-1.orthodb.org/?query=499at7088	RNA polymerase Rpb2, domain 2
504at7088	Complete	SUPER_73	889324	912763	+	2040.7	1206	https://v10-1.orthodb.org/?query=504at7088	Rab-GTPase-TBC domain
505at7088	Complete	SUPER_9	4947752	4955832	+	2110.3	1163	https://v10-1.orthodb.org/?query=505at7088	WD40/YVTN repeat-like-containing domain superfamily
506at7088	Complete	SUPER_Z	17196138	17215188	+	1940.3	951	https://v10-1.orthodb.org/?query=506at7088	Ankyrin repeat
509at7088	Complete	SUPER_55	1728299	1724459	-	2114.9	1057	https://v10-1.orthodb.org/?query=509at7088	Leucine-rich repeat
511at7088	Complete	SUPER_22	2936412	2979848	+	2087.2	1165	https://v10-1.orthodb.org/?query=511at7088	SNF2-related, N-terminal domain
513at7088	Complete	SUPER_14	5004616	4966285	-	2012.4	1032	https://v10-1.orthodb.org/?query=513at7088	PAN/Apple domain
